"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,26987,109427431,26987,127378599,26987,109192584,26987,174952955
2,26987,109357597,26987,173113171,26987,109192584,26987,174952955
3,26987,109401319,26987,174872294,26987,109192584,26987,174952955
4,26987,109431540,26987,129184048,26987,109192584,26987,174952955
