"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,26988,823607920,26988,868663891,26988,823355373,26988,868754929
2,26988,823577332,26988,867839779,26988,823355373,26988,868754929
3,26988,823541027,26988,867042039,26988,823355373,26988,868754929
4,26988,823608996,26988,866929684,26988,823355373,26988,868754929
