"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,26990,919673744,26991,81286446,26990,919485870,26991,81391953
2,26990,919730913,26990,919731007,26990,919485870,26991,81391953
3,26990,919661688,26990,919661793,26990,919485870,26991,81391953
4,26990,919701089,26990,919701216,26990,919485870,26991,81391953
