"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,26977,767290070,26977,850422107,26977,767225199,26977,850494620
2,26977,767293987,26977,849809402,26977,767225199,26977,850494620
