"maxiter","width","height","lower_r","upper_r","lower_i","upper_i","nb_thread","loadbalance","try","thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
256,500,375,-2,"0.6",-1,1,3,1,4,1,26983,435651336,26983,491852798,26983,435512168,26983,493402982
256,500,375,-2,"0.6",-1,1,3,1,4,2,26983,435681099,26983,493317768,26983,435512168,26983,493402982
256,500,375,-2,"0.6",-1,1,3,1,4,3,26983,435613424,26983,492548526,26983,435512168,26983,493402982
256,500,375,-2,"0.6",-1,1,3,1,5,1,26983,576662107,26983,632408895,26983,576535345,26983,632506226
256,500,375,-2,"0.6",-1,1,3,1,5,2,26983,576595749,26983,631617095,26983,576535345,26983,632506226
256,500,375,-2,"0.6",-1,1,3,1,5,3,26983,576601370,26983,630957794,26983,576535345,26983,632506226
256,500,375,-2,"0.6",-1,1,3,1,6,1,26983,713734189,26983,770409441,26983,713559863,26983,771958574
256,500,375,-2,"0.6",-1,1,3,1,6,2,26983,713712186,26983,771089810,26983,713559863,26983,771958574
256,500,375,-2,"0.6",-1,1,3,1,6,3,26983,713763876,26983,771878519,26983,713559863,26983,771958574
256,500,375,-2,"0.6",-1,1,3,1,7,1,26983,850845849,26983,909940336,26983,850699825,26983,910017632
256,500,375,-2,"0.6",-1,1,3,1,7,2,26983,850822404,26983,908512832,26983,850699825,26983,910017632
256,500,375,-2,"0.6",-1,1,3,1,7,3,26983,850802071,26983,909174203,26983,850699825,26983,910017632
256,500,375,-2,"0.6",-1,1,3,1,8,1,26983,990309942,26984,46696601,26983,990161977,26984,46778028
256,500,375,-2,"0.6",-1,1,3,1,8,2,26983,990281832,26984,45261238,26983,990161977,26984,46778028
256,500,375,-2,"0.6",-1,1,3,1,8,3,26983,990260427,26984,45920054,26983,990161977,26984,46778028
256,500,375,-2,"0.6",-1,1,3,1,9,1,26984,129149058,26984,189304315,26984,129033094,26984,190152102
256,500,375,-2,"0.6",-1,1,3,1,9,2,26984,129175859,26984,188604290,26984,129033094,26984,190152102
256,500,375,-2,"0.6",-1,1,3,1,9,3,26984,129197888,26984,190071999,26984,129033094,26984,190152102
256,500,375,-2,"0.6",-1,1,3,1,10,1,26984,269799594,26984,329100819,26984,269611805,26984,330590963
256,500,375,-2,"0.6",-1,1,3,1,10,2,26984,269865048,26984,330519463,26984,269611805,26984,330590963
256,500,375,-2,"0.6",-1,1,3,1,10,3,26984,269858647,26984,329766485,26984,269611805,26984,330590963
256,500,375,-2,"0.6",-1,1,3,2,1,1,26984,418864048,26984,587041931,26984,418749271,26984,587120160
256,500,375,-2,"0.6",-1,1,3,2,1,2,26984,418870112,26984,418870225,26984,418749271,26984,587120160
256,500,375,-2,"0.6",-1,1,3,2,1,3,26984,418935201,26984,418935313,26984,418749271,26984,587120160
256,500,375,-2,"0.6",-1,1,3,2,2,1,26984,672874229,26984,840695140,26984,672721436,26984,840778179
256,500,375,-2,"0.6",-1,1,3,2,2,2,26984,672826593,26984,672826710,26984,672721436,26984,840778179
256,500,375,-2,"0.6",-1,1,3,2,2,3,26984,672821685,26984,672821936,26984,672721436,26984,840778179
256,500,375,-2,"0.6",-1,1,3,2,3,1,26984,927080811,26985,93485981,26984,926959246,26985,93574472
256,500,375,-2,"0.6",-1,1,3,2,3,2,26984,927142716,26984,927142781,26984,926959246,26985,93574472
256,500,375,-2,"0.6",-1,1,3,2,3,3,26984,927113553,26984,927113623,26984,926959246,26985,93574472
256,500,375,-2,"0.6",-1,1,3,2,4,1,26985,176368972,26985,342621818,26985,176208317,26985,342697664
256,500,375,-2,"0.6",-1,1,3,2,4,2,26985,176428182,26985,176428246,26985,176208317,26985,342697664
256,500,375,-2,"0.6",-1,1,3,2,4,3,26985,176426983,26985,176427048,26985,176208317,26985,342697664
256,500,375,-2,"0.6",-1,1,3,2,5,1,26985,425365063,26985,592345435,26985,425163819,26985,592426158
256,500,375,-2,"0.6",-1,1,3,2,5,2,26985,425336090,26985,425336174,26985,425163819,26985,592426158
256,500,375,-2,"0.6",-1,1,3,2,5,3,26985,425289273,26985,425289342,26985,425163819,26985,592426158
256,500,375,-2,"0.6",-1,1,3,2,6,1,26985,677802531,26985,845381825,26985,677515393,26985,845452512
256,500,375,-2,"0.6",-1,1,3,2,6,2,26985,677810649,26985,677810764,26985,677515393,26985,845452512
256,500,375,-2,"0.6",-1,1,3,2,6,3,26985,677763276,26985,677763399,26985,677515393,26985,845452512
256,500,375,-2,"0.6",-1,1,3,2,7,1,26985,933254299,26986,99159212,26985,933068324,26986,99256771
256,500,375,-2,"0.6",-1,1,3,2,7,2,26985,933258626,26985,933258706,26985,933068324,26986,99256771
256,500,375,-2,"0.6",-1,1,3,2,7,3,26985,933208457,26985,933208527,26985,933068324,26986,99256771
256,500,375,-2,"0.6",-1,1,3,2,8,1,26986,181832935,26986,348509539,26986,181658470,26986,348608953
256,500,375,-2,"0.6",-1,1,3,2,8,2,26986,181829800,26986,181829870,26986,181658470,26986,348608953
256,500,375,-2,"0.6",-1,1,3,2,8,3,26986,181862882,26986,181862946,26986,181658470,26986,348608953
256,500,375,-2,"0.6",-1,1,3,2,9,1,26986,433831412,26986,600231042,26986,433677265,26986,600312630
256,500,375,-2,"0.6",-1,1,3,2,9,2,26986,433902362,26986,433902474,26986,433677265,26986,600312630
256,500,375,-2,"0.6",-1,1,3,2,9,3,26986,433860617,26986,433860729,26986,433677265,26986,600312630
256,500,375,-2,"0.6",-1,1,3,2,10,1,26986,687147025,26986,853889114,26986,686935326,26986,853963364
256,500,375,-2,"0.6",-1,1,3,2,10,2,26986,687077957,26986,687078094,26986,686935326,26986,853963364
256,500,375,-2,"0.6",-1,1,3,2,10,3,26986,687152052,26986,687152185,26986,686935326,26986,853963364
256,500,375,-2,"0.6",-1,1,4,0,1,1,26986,953419743,26986,972830632,26986,953070304,26987,20428988
256,500,375,-2,"0.6",-1,1,4,0,1,2,26986,953413666,26987,18672460,26986,953070304,26987,20428988
256,500,375,-2,"0.6",-1,1,4,0,1,3,26986,953342897,26987,20327500,26986,953070304,26987,20428988
256,500,375,-2,"0.6",-1,1,4,0,1,4,26986,953381341,26986,974668812,26986,953070304,26987,20428988
256,500,375,-2,"0.6",-1,1,4,0,2,1,26987,109427431,26987,127378599,26987,109192584,26987,174952955
256,500,375,-2,"0.6",-1,1,4,0,2,2,26987,109357597,26987,173113171,26987,109192584,26987,174952955
256,500,375,-2,"0.6",-1,1,4,0,2,3,26987,109401319,26987,174872294,26987,109192584,26987,174952955
256,500,375,-2,"0.6",-1,1,4,0,2,4,26987,109431540,26987,129184048,26987,109192584,26987,174952955
256,500,375,-2,"0.6",-1,1,4,0,3,1,26987,264563104,26987,284440175,26987,264357374,26987,331995365
256,500,375,-2,"0.6",-1,1,4,0,3,2,26987,264534195,26987,330257730,26987,264357374,26987,331995365
256,500,375,-2,"0.6",-1,1,4,0,3,3,26987,264510512,26987,331901421,26987,264357374,26987,331995365
256,500,375,-2,"0.6",-1,1,4,0,3,4,26987,264559708,26987,286261719,26987,264357374,26987,331995365
256,500,375,-2,"0.6",-1,1,4,0,4,1,26987,420098721,26987,439209600,26987,419903904,26987,486781509
256,500,375,-2,"0.6",-1,1,4,0,4,2,26987,420094489,26987,485086515,26987,419903904,26987,486781509
256,500,375,-2,"0.6",-1,1,4,0,4,3,26987,420052686,26987,486682920,26987,419903904,26987,486781509
256,500,375,-2,"0.6",-1,1,4,0,4,4,26987,420048704,26987,441011588,26987,419903904,26987,486781509
256,500,375,-2,"0.6",-1,1,4,0,5,1,26987,574622286,26987,594368344,26987,574502468,26987,642027275
