"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,26218,47900943,26218,68551141,26218,47643625,26218,116215760
2,26218,47836939,26218,114427893,26218,47643625,26218,116215760
3,26218,47870654,26218,116126809,26218,47643625,26218,116215760
4,26218,47901283,26218,70397909,26218,47643625,26218,116215760
