"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,26219,883767205,26219,929620646,26219,883573973,26219,931365647
2,26219,883802316,26219,930458183,26219,883573973,26219,931365647
3,26219,883845728,26219,929561394,26219,883573973,26219,931365647
4,26219,883833590,26219,931269439,26219,883573973,26219,931365647
